fret,high_flow,price_dist,lag_ret,vol,vol_x_lagret,hour_of_day,day_of_week,lag_ret_eth,lag_ret_xrp,lag_ret_neg,netflow_bitt,netflow_huob,netflow_krak,netflow_aggplbt
-83.950485,1,65.64502,-0.0030745757,0.14940223,-0.00045934846,12,4,-0.0017819775,0.022670286,1,0.8443825,0.0,-0.008164055,83.69684
-19.391655,1,-15.425049,-0.03159832,0.14936905,-0.0047198106,13,4,-0.005031149,-0.050864708,1,9.1680765,0.0,0.0,88.80897
-164.62401,0,-78.45239,0.004226929,0.14744604,0.0006232439,16,4,-0.009491072,0.009390172,1,2.249,0.0,-0.01096318,23.448982
22.710773,0,-107.24878,-0.011891728,0.12362736,-0.001470143,17,4,-0.0030016408,-0.0050040195,1,0.05404057,0.0,-5.089478,-49.33725
65.0701,1,-244.56128,-0.057386868,0.1287272,-0.0073872507,18,4,-0.07347153,-0.02960144,1,-4.4699965,0.0,66.201,263.8593
-34.677795,1,-227.3938,0.024101257,0.12933426,0.0031171183,20,4,0.04039556,-0.026785688,1,-7.7146554,0.0,0.0,212.96388
12.423856,1,-230.09009,-0.0011864303,0.12318039,-0.00014614496,21,4,-6.169449e-05,0.0,1,1.7915485,0.0,-1.824055,66.8898
49.370087,1,-237.7937,-0.003393797,0.1189857,-0.0004038133,22,4,-0.038150553,-0.02135782,1,-0.26476204,0.0,0.0,948.0166
-104.67786,1,-247.87866,-0.00445802,0.12115182,-0.00054009724,23,4,-0.030870918,0.009449509,1,0.4708471,0.0,0.0675,198.84332
-140.42705,1,-214.4624,0.006625848,0.105390914,0.00069830415,2,5,0.028022788,0.01806246,1,0.043358684,0.0,-7.55,168.5622
-9.150803,1,226.03003,0.023894567,0.10834683,0.0025889005,4,5,-0.05519963,0.0018490936,1,0.102399215,0.0,27.266886,502.19644
-58.34326,1,136.3899,-0.04026906,0.11084394,-0.004463581,5,5,-0.083424605,-0.11107761,1,0.24654256,0.0,86.809,254.42154
37.39937,1,129.52368,0.0092207,0.12019316,0.001108265,8,5,0.0,0.0,1,0.96486205,0.0,-4.160061,253.85794
169.54344,1,43.253784,-0.04051136,0.1130637,-0.004580364,9,5,-0.03567983,-0.10000001,1,1.775582e-05,0.0,-0.1,314.24258
135.44875,1,-24.630005,-0.033223376,0.113171846,-0.0037599506,10,5,-0.060000025,-0.17391303,1,0.21393701,0.0,-0.5,290.56125
129.16122,1,76.35864,0.0064198463,0.11669273,0.0007491494,13,5,0.019153327,-0.03428296,1,0.07636416,0.0,0.7295253,393.8105
162.02084,1,54.0,-0.010768198,0.11594122,-0.0012484781,14,5,-0.027100611,-0.018149987,1,1.2562332,0.0,-11.70025,628.0625
-104.04419,0,142.19507,0.0038196815,0.122399144,0.00046752574,18,5,0.034040313,0.057666715,1,0.2095,0.0,-1.8,-51.871563
30.998775,1,160.56128,0.018545376,0.1148527,0.0021299864,20,5,0.01655629,-0.0013650539,1,1.8905423,0.0,-16.13209,99.8458
155.22319,1,85.03369,-0.034957394,0.11305297,-0.003952037,21,5,-0.038892515,-0.07398911,1,3.8731605e-06,0.0,-11.059078,823.4087
122.84639,0,248.70874,0.0072733522,0.1363589,0.0009917864,5,6,0.007403276,0.012665313,1,0.0,0.0,-6.1887517,-109.75079
2.5761628,1,-208.57617,0.036607116,0.13163611,0.0048188185,8,6,0.03156149,0.06057607,1,2.1116668e-07,0.0,-17.75,49.709236
-19.844732,1,-187.09863,0.019746628,0.12346553,0.0024380279,10,6,0.014996803,-0.0032098817,1,5.579191,0.0,-3.8935888,149.78369
-120.10026,1,-227.59741,-0.017509947,0.124537505,-0.002180645,11,6,-0.029201351,-0.029188361,1,-0.1823535,0.0,-13.367553,110.84002
-137.85295,1,-230.92383,-0.0014638322,0.12547255,-0.00018367075,12,6,0.0018574963,-0.0155219855,1,0.24701849,0.0,-8.451769,54.94905
-13.736928,0,-241.11499,0.0003587386,0.12043605,4.320506e-05,14,6,-0.016083358,-0.01184101,1,0.15206018,0.0,-2.8402636,15.937421
55.75473,1,187.63867,-0.03154049,0.12715624,-0.0040105702,15,6,-0.026447851,-0.057050984,1,-0.103643715,0.0,0.0,161.91776
-54.84463,1,184.63745,0.0088927075,0.12959471,0.0011524479,17,6,0.0052529024,0.030164622,1,5.665323,0.0,55.490517,224.74823
52.264336,1,201.68506,0.010673366,0.12860341,0.0013726313,19,6,0.013389995,0.00514128,1,0.24291304,0.0,3.1838987,169.94554
98.19929,1,182.24756,-0.008828465,0.129495,-0.001143242,20,6,-0.02439332,-0.01387035,1,0.00021284375,0.0,0.0,75.56124
-75.310616,0,215.67993,0.012391087,0.11044092,0.001368483,23,6,0.012202158,0.065496944,1,-8.8970336e-07,0.0,1.435335,19.60112
-46.59421,1,226.21997,0.009316919,0.1000531,0.00093218667,1,0,-0.0037675288,0.008550803,1,-0.006689996,0.0,0.0,161.50386
76.161,0,200.88623,-0.011379711,0.10022694,-0.0011405536,2,0,-0.0035957955,-0.03573914,1,0.0,0.0,11.683915,0.42495
